BUREAU_ID,CUSTOMER_ID,CREDIT_SCORE,ACTIVE_LINES,INQUIRIES_6M
BUR-00732,RET-00732,761,0,1
BUR-00733,RET-00733,600,5,2
BUR-00734,RET-00734,615,1,2
BUR-00735,RET-00735,672,5,0
BUR-00736,RET-00736,858,2,0
BUR-00737,RET-00737,786,0,1
BUR-00738,RET-00738,582,6,2
BUR-00739,RET-00739,649,4,0
BUR-00740,RET-00740,700,1,1
BUR-00741,RET-00741,844,1,0
BUR-00742,RET-00742,622,1,1
BUR-00743,RET-00743,565,3,0
BUR-00744,RET-00744,817,4,0
BUR-00745,RET-00745,806,3,2
BUR-00746,RET-00746,738,1,1
BUR-00747,RET-00747,702,2,0
BUR-00748,RET-00748,563,4,0
BUR-00749,RET-00749,746,2,0
BUR-00750,RET-00750,723,0,0
BUR-00751,RET-00751,607,2,0
BUR-00752,RET-00752,665,0,0
BUR-00753,RET-00753,714,1,1
BUR-00754,RET-00754,764,1,0
BUR-00755,RET-00755,767,4,0
BUR-00756,RET-00756,628,1,0
BUR-00757,RET-00757,613,2,0
BUR-00758,RET-00758,752,0,0
BUR-00759,RET-00759,717,1,1
BUR-00760,RET-00760,607,1,0
BUR-00761,RET-00761,675,1,2
BUR-00762,RET-00762,823,5,0
BUR-00763,RET-00763,836,0,0
BUR-00764,RET-00764,618,5,0
BUR-00765,RET-00765,823,2,0
BUR-00766,RET-00766,740,2,0
BUR-00767,RET-00767,741,1,3
BUR-00768,RET-00768,794,2,0
BUR-00769,RET-00769,841,0,0
BUR-00770,RET-00770,557,2,0
BUR-00771,RET-00771,881,1,0
BUR-00772,RET-00772,738,1,1
BUR-00773,RET-00773,714,1,1
BUR-00774,RET-00774,807,2,0
BUR-00775,RET-00775,881,2,1
BUR-00776,RET-00776,538,1,0
BUR-00777,RET-00777,714,1,0
BUR-00778,RET-00778,620,3,0
BUR-00779,RET-00779,544,2,1
BUR-00780,RET-00780,645,0,1
BUR-00781,RET-00781,580,2,0
BUR-00782,RET-00782,753,5,0
BUR-00783,RET-00783,683,6,2
BUR-00784,RET-00784,725,1,0
BUR-00785,RET-00785,780,1,0
BUR-00786,RET-00786,726,3,2
BUR-00787,RET-00787,779,2,0
BUR-00788,RET-00788,758,0,0
BUR-00789,RET-00789,758,0,0
BUR-00790,RET-00790,724,3,1
BUR-00791,RET-00791,679,3,0
BUR-00792,RET-00792,636,0,0
BUR-00793,RET-00793,673,0,1
BUR-00794,RET-00794,810,2,0
BUR-00795,RET-00795,713,4,0
BUR-00796,RET-00796,704,0,0
BUR-00797,RET-00797,684,3,1
BUR-00798,RET-00798,791,2,0
BUR-00799,RET-00799,652,0,1
BUR-00800,RET-00800,835,1,0
BUR-00801,RET-00801,689,2,0
BUR-00802,RET-00802,829,3,0
BUR-00803,RET-00803,622,0,0
BUR-00804,RET-00804,831,1,0
BUR-00805,RET-00805,622,5,0
BUR-00806,RET-00806,671,2,0
BUR-00807,RET-00807,806,1,1
BUR-00808,RET-00808,760,2,0
BUR-00809,RET-00809,723,3,0
BUR-00810,RET-00810,756,1,0
BUR-00811,RET-00811,679,5,3
BUR-00812,RET-00812,862,3,1
BUR-00813,RET-00813,684,3,1
BUR-00814,RET-00814,830,3,1
BUR-00815,RET-00815,693,0,0
BUR-00816,RET-00816,726,5,1
BUR-00817,RET-00817,814,1,0
BUR-00818,RET-00818,768,5,1
BUR-00819,RET-00819,879,2,0
BUR-00820,RET-00820,700,3,1
BUR-00821,RET-00821,787,2,0
BUR-00822,RET-00822,698,3,1
BUR-00823,RET-00823,810,1,2
BUR-00824,RET-00824,781,3,1
BUR-00825,RET-00825,731,2,0
BUR-00826,RET-00826,581,3,0
BUR-00827,RET-00827,862,4,0
BUR-00828,RET-00828,611,3,2
BUR-00829,RET-00829,731,1,1
BUR-00830,RET-00830,666,3,1
BUR-00831,RET-00831,615,0,0
BUR-00832,RET-00832,615,0,2
BUR-00833,RET-00833,649,0,0
BUR-00834,RET-00834,462,3,1
BUR-00835,RET-00835,864,0,0
BUR-00836,RET-00836,813,2,0
BUR-00837,RET-00837,847,1,0
BUR-00838,RET-00838,554,3,0
BUR-00839,RET-00839,659,3,0
BUR-00840,RET-00840,840,5,1
BUR-00841,RET-00841,704,5,0
BUR-00842,RET-00842,793,2,0
BUR-00843,RET-00843,629,2,1
BUR-00844,RET-00844,657,4,0
BUR-00845,RET-00845,609,0,1
BUR-00846,RET-00846,730,3,0
BUR-00847,RET-00847,793,3,0
BUR-00848,RET-00848,465,2,0
BUR-00849,RET-00849,870,0,2
BUR-00850,RET-00850,728,7,1
BUR-00851,RET-00851,854,1,1
BUR-00852,RET-00852,755,3,1
BUR-00853,RET-00853,721,3,0
BUR-00854,RET-00854,818,1,0
BUR-00855,RET-00855,812,4,1
BUR-00856,RET-00856,592,0,2
BUR-00857,RET-00857,859,5,2
BUR-00858,RET-00858,803,0,1
BUR-00859,RET-00859,840,1,1
BUR-00860,RET-00860,766,3,0
BUR-00861,RET-00861,519,3,0
BUR-00862,RET-00862,689,1,0
BUR-00863,RET-00863,669,2,2
BUR-00864,RET-00864,696,2,0
BUR-00865,RET-00865,595,5,0
BUR-00866,RET-00866,729,1,2
BUR-00867,RET-00867,819,0,0
BUR-00868,RET-00868,613,0,0
BUR-00869,RET-00869,693,3,1
BUR-00870,RET-00870,673,0,1
BUR-00871,RET-00871,627,5,1
BUR-00872,RET-00872,696,3,1
BUR-00873,RET-00873,774,3,0
BUR-00874,RET-00874,583,1,0
BUR-00875,RET-00875,713,3,0
BUR-00876,RET-00876,832,4,0
BUR-00877,RET-00877,659,1,1
BUR-00878,RET-00878,730,1,1
BUR-00879,RET-00879,799,2,0
BUR-00880,RET-00880,832,0,0
BUR-00881,RET-00881,684,3,0
BUR-00882,RET-00882,836,0,0
BUR-00883,RET-00883,738,3,0
BUR-00884,RET-00884,838,3,1
BUR-00885,RET-00885,656,1,0
BUR-00886,RET-00886,645,1,0
BUR-00887,RET-00887,645,0,0
BUR-00888,RET-00888,783,0,1
BUR-00889,RET-00889,736,0,0
BUR-00890,RET-00890,817,1,0
BUR-00891,RET-00891,747,0,0
BUR-00892,RET-00892,753,2,1
BUR-00893,RET-00893,725,1,0
BUR-00894,RET-00894,867,2,1
BUR-00895,RET-00895,824,1,0
BUR-00896,RET-00896,787,5,0
BUR-00897,RET-00897,789,3,1
BUR-00898,RET-00898,789,1,0
BUR-00899,RET-00899,817,4,1
BUR-00900,RET-00900,746,3,0
BUR-00901,RET-00901,743,2,0
BUR-00902,RET-00902,623,0,1
BUR-00903,RET-00903,840,2,0
BUR-00904,RET-00904,649,1,1
BUR-00905,RET-00905,879,0,1
BUR-00906,RET-00906,823,3,1
BUR-00907,RET-00907,747,1,1
BUR-00908,RET-00908,747,3,1
BUR-00909,RET-00909,870,4,0
BUR-00910,RET-00910,722,1,1
BUR-00911,RET-00911,550,3,0
BUR-00912,RET-00912,594,2,1
BUR-00913,RET-00913,800,2,0
BUR-00914,RET-00914,805,1,0
BUR-00915,RET-00915,764,0,0
BUR-00916,RET-00916,784,3,2
BUR-00917,RET-00917,717,4,1
BUR-00918,RET-00918,840,1,0
BUR-00919,RET-00919,755,1,0
BUR-00920,RET-00920,743,1,1
BUR-00921,RET-00921,490,2,0
BUR-00922,RET-00922,703,1,0
BUR-00923,RET-00923,660,1,0
BUR-00924,RET-00924,443,2,1
BUR-00925,RET-00925,707,2,0
BUR-00926,RET-00926,772,1,0
BUR-00927,RET-00927,871,2,0
BUR-00928,RET-00928,716,1,1
BUR-00929,RET-00929,739,3,1
BUR-00930,RET-00930,618,1,0
BUR-00931,RET-00931,634,2,0
BUR-00932,RET-00932,862,0,1
BUR-00933,RET-00933,761,1,1
BUR-00934,RET-00934,827,1,1
BUR-00935,RET-00935,632,3,0
BUR-00936,RET-00936,648,1,1
BUR-00937,RET-00937,852,0,0
BUR-00938,RET-00938,618,5,1
BUR-00939,RET-00939,527,2,2
BUR-00940,RET-00940,688,3,2
BUR-00941,RET-00941,735,0,0
BUR-00942,RET-00942,781,1,0
BUR-00943,RET-00943,619,2,0
BUR-00944,RET-00944,743,1,1
BUR-00945,RET-00945,592,2,0
BUR-00946,RET-00946,842,2,0
BUR-00947,RET-00947,843,2,0
BUR-00948,RET-00948,751,0,1
BUR-00949,RET-00949,720,4,0
BUR-00950,RET-00950,698,2,0
BUR-00951,RET-00951,679,3,0
BUR-00952,RET-00952,601,2,0
BUR-00953,RET-00953,787,0,0
BUR-00954,RET-00954,811,5,2
BUR-00955,RET-00955,691,1,1
BUR-00956,RET-00956,646,2,1
BUR-00957,RET-00957,861,6,0
BUR-00958,RET-00958,747,3,0
BUR-00959,RET-00959,868,0,0
BUR-00960,RET-00960,720,2,0
BUR-00961,RET-00961,714,3,3
BUR-00962,RET-00962,550,7,0
BUR-00963,RET-00963,695,1,1
BUR-00964,RET-00964,690,0,1
BUR-00965,RET-00965,673,3,0
BUR-00966,RET-00966,687,1,0
BUR-00967,RET-00967,658,3,0
BUR-00968,RET-00968,664,0,0
BUR-00969,RET-00969,733,1,0
BUR-00970,RET-00970,800,2,0
BUR-00971,RET-00971,637,2,3
BUR-00972,RET-00972,710,3,0
BUR-00973,RET-00973,786,3,0
BUR-00974,RET-00974,511,1,2
BUR-00975,RET-00975,751,0,0
BUR-00976,RET-00976,585,3,0
BUR-00977,RET-00977,832,3,1
BUR-00978,RET-00978,811,0,1
BUR-00979,RET-00979,718,4,1
BUR-00980,RET-00980,636,3,1
BUR-00981,RET-00981,736,1,0
BUR-00982,RET-00982,882,2,3
BUR-00983,RET-00983,713,3,0
BUR-00984,RET-00984,622,3,2
BUR-00985,RET-00985,542,2,1
BUR-00986,RET-00986,710,2,2
BUR-00987,RET-00987,675,4,0
BUR-00988,RET-00988,830,3,0
BUR-00989,RET-00989,836,4,0
BUR-00990,RET-00990,711,4,0
BUR-00991,RET-00991,635,4,0
BUR-00992,RET-00992,777,0,0
BUR-00993,RET-00993,761,1,0
BUR-00994,RET-00994,617,2,1
BUR-00995,RET-00995,636,3,0
BUR-00996,RET-00996,767,2,1
BUR-00997,RET-00997,618,2,0
BUR-00998,RET-00998,713,1,0
BUR-00999,RET-00999,840,1,0
BUR-01000,RET-01000,670,2,0
BUR-01001,RET-01001,793,4,0
BUR-01002,RET-01002,846,1,0
BUR-01003,RET-01003,813,1,0
BUR-01004,RET-01004,636,2,0
BUR-01005,RET-01005,690,0,0
BUR-01006,RET-01006,721,1,1
BUR-01007,RET-01007,541,2,1
BUR-01008,RET-01008,882,3,0
BUR-01009,RET-01009,719,2,1
BUR-01010,RET-01010,850,0,1
BUR-01011,RET-01011,503,0,1
BUR-01012,RET-01012,609,3,1
BUR-01013,RET-01013,775,3,0
BUR-01014,RET-01014,727,0,1
BUR-01015,RET-01015,710,4,0
BUR-01016,RET-01016,686,2,0
BUR-01017,RET-01017,717,4,1
BUR-01018,RET-01018,776,7,0
BUR-01019,RET-01019,730,1,0
BUR-01020,RET-01020,693,3,0
BUR-01021,RET-01021,751,2,0
BUR-01022,RET-01022,815,3,2
BUR-01023,RET-01023,852,2,1
BUR-01024,RET-01024,614,3,0
BUR-01025,RET-01025,844,1,0
BUR-01026,RET-01026,689,2,0
BUR-01027,RET-01027,809,3,1
BUR-01028,RET-01028,687,2,1
BUR-01029,RET-01029,734,1,2
BUR-01030,RET-01030,626,2,0
BUR-01031,RET-01031,672,2,1
BUR-01032,RET-01032,770,1,1
BUR-01033,RET-01033,812,5,0
BUR-01034,RET-01034,676,2,1
BUR-01035,RET-01035,850,3,0
BUR-01036,RET-01036,485,2,0
BUR-01037,RET-01037,674,3,1
BUR-01038,RET-01038,866,3,1
BUR-01039,RET-01039,785,2,2
BUR-01040,RET-01040,831,5,2
BUR-01041,RET-01041,780,1,0
BUR-01042,RET-01042,638,2,0
BUR-01043,RET-01043,724,1,1
BUR-01044,RET-01044,668,2,1
BUR-01045,RET-01045,754,3,0
BUR-01046,RET-01046,667,1,1
BUR-01047,RET-01047,805,1,0
BUR-01048,RET-01048,802,1,3
BUR-01049,RET-01049,711,4,0
BUR-01050,RET-01050,753,5,2
BUR-01051,RET-01051,615,2,0
BUR-01052,RET-01052,790,1,2
BUR-01053,RET-01053,610,0,0
BUR-01054,RET-01054,727,4,1
BUR-01055,RET-01055,631,2,0
BUR-01056,RET-01056,816,0,0
BUR-01057,RET-01057,715,1,1
BUR-01058,RET-01058,657,3,0
BUR-01059,RET-01059,755,0,1
BUR-01060,RET-01060,800,1,1
BUR-01061,RET-01061,530,0,0
BUR-01062,RET-01062,838,3,0
BUR-01063,RET-01063,883,3,1
BUR-01064,RET-01064,347,0,1
BUR-01065,RET-01065,840,7,0
BUR-01066,RET-01066,749,1,0
BUR-01067,RET-01067,771,0,0
BUR-01068,RET-01068,453,4,1
BUR-01069,RET-01069,803,1,1
BUR-01070,RET-01070,733,2,1
BUR-01071,RET-01071,743,2,0
BUR-01072,RET-01072,692,2,2
BUR-01073,RET-01073,710,1,0
BUR-01074,RET-01074,715,1,1
BUR-01075,RET-01075,580,3,2
BUR-01076,RET-01076,855,6,1
BUR-01077,RET-01077,835,1,1
BUR-01078,RET-01078,703,1,0
BUR-01079,RET-01079,754,3,0
BUR-01080,RET-01080,805,1,0
BUR-01081,RET-01081,695,0,0
BUR-01082,RET-01082,859,0,0
BUR-01083,RET-01083,860,2,0
BUR-01084,RET-01084,643,4,0
BUR-01085,RET-01085,841,0,1
BUR-01086,RET-01086,779,4,0
BUR-01087,RET-01087,764,1,2
BUR-01088,RET-01088,721,4,1
BUR-01089,RET-01089,776,2,2
BUR-01090,RET-01090,530,4,2
BUR-01091,RET-01091,873,0,1
BUR-01092,RET-01092,707,4,1
BUR-01093,RET-01093,761,1,0
BUR-01094,RET-01094,843,1,0
BUR-01095,RET-01095,706,1,0
BUR-01096,RET-01096,777,1,0
BUR-01097,RET-01097,809,1,1
BUR-01098,RET-01098,819,2,0
BUR-01099,RET-01099,612,1,0
BUR-01100,RET-01100,655,1,0
BUR-01101,RET-01101,719,2,1
BUR-01102,RET-01102,854,3,0
BUR-01103,RET-01103,681,1,1
BUR-01104,RET-01104,558,3,0
BUR-01105,RET-01105,503,2,1
BUR-01106,RET-01106,632,1,0
BUR-01107,RET-01107,822,3,1
BUR-01108,RET-01108,507,2,0
BUR-01109,RET-01109,857,4,0
BUR-01110,RET-01110,740,5,0
BUR-01111,RET-01111,515,0,0
BUR-01112,RET-01112,694,0,0
BUR-01113,RET-01113,645,3,1
BUR-01114,RET-01114,526,0,0
BUR-01115,RET-01115,685,2,1
BUR-01116,RET-01116,575,4,0
BUR-01117,RET-01117,873,6,0
BUR-01118,RET-01118,740,1,0
BUR-01119,RET-01119,800,2,0
BUR-01120,RET-01120,730,3,0
BUR-01121,RET-01121,856,2,1
BUR-01122,RET-01122,748,2,0
BUR-01123,RET-01123,669,4,0
BUR-01124,RET-01124,882,4,2
BUR-01125,RET-01125,633,1,0
BUR-01126,RET-01126,514,2,1
BUR-01127,RET-01127,469,1,2
BUR-01128,RET-01128,833,1,0
BUR-01129,RET-01129,836,2,1
BUR-01130,RET-01130,871,2,0
BUR-01131,RET-01131,789,5,0
BUR-01132,RET-01132,717,1,1
BUR-01133,RET-01133,592,2,0
BUR-01134,RET-01134,877,0,1
BUR-01135,RET-01135,718,3,0
BUR-01136,RET-01136,807,2,0
BUR-01137,RET-01137,727,1,1
BUR-01138,RET-01138,801,0,1
BUR-01139,RET-01139,844,0,3
BUR-01140,RET-01140,783,2,0
BUR-01141,RET-01141,579,1,0
BUR-01142,RET-01142,637,1,0
BUR-01143,RET-01143,732,3,0
BUR-01144,RET-01144,653,1,0
BUR-01145,RET-01145,841,4,0
BUR-01146,RET-01146,778,1,0
BUR-01147,RET-01147,588,0,1
BUR-01148,RET-01148,581,0,0
BUR-01149,RET-01149,785,0,1
BUR-01150,RET-01150,833,0,0
BUR-01151,RET-01151,838,6,2
BUR-01152,RET-01152,584,1,0
BUR-01153,RET-01153,717,2,2
BUR-01154,RET-01154,521,2,1
BUR-01155,RET-01155,744,1,0
BUR-01156,RET-01156,828,1,0
BUR-01157,RET-01157,870,2,0
BUR-01158,RET-01158,656,4,0
BUR-01159,RET-01159,674,2,0
BUR-01160,RET-01160,803,1,1
BUR-01161,RET-01161,832,1,0
BUR-01162,RET-01162,788,3,1
BUR-01163,RET-01163,564,0,0
BUR-01164,RET-01164,706,5,1
BUR-01165,RET-01165,529,3,1
BUR-01166,RET-01166,798,6,0
BUR-01167,RET-01167,812,3,1
BUR-01168,RET-01168,803,2,3
BUR-01169,RET-01169,767,2,0
BUR-01170,RET-01170,813,3,2
BUR-01171,RET-01171,561,4,0
BUR-01172,RET-01172,772,3,1
BUR-01173,RET-01173,751,0,0
BUR-01174,RET-01174,551,1,0
BUR-01175,RET-01175,517,1,0
BUR-01176,RET-01176,566,2,0
BUR-01177,RET-01177,447,2,0
BUR-01178,RET-01178,759,2,1
BUR-01179,RET-01179,624,2,0
BUR-01180,RET-01180,795,5,0
BUR-01181,RET-01181,524,1,0
BUR-01182,RET-01182,734,1,0
BUR-01183,RET-01183,769,2,1
BUR-01184,RET-01184,615,1,1
BUR-01185,RET-01185,832,5,0
BUR-01186,RET-01186,673,0,0
BUR-01187,RET-01187,525,1,0
BUR-01188,RET-01188,835,2,0
BUR-01189,RET-01189,788,2,0
BUR-01190,RET-01190,758,0,0
BUR-01191,RET-01191,704,1,0
BUR-01192,RET-01192,786,2,2
BUR-01193,RET-01193,664,1,0
BUR-01194,RET-01194,779,2,0
BUR-01195,RET-01195,765,3,2
BUR-01196,RET-01196,782,1,0
BUR-01197,RET-01197,710,2,0
BUR-01198,RET-01198,833,1,1
BUR-01199,RET-01199,756,2,1
BUR-01200,RET-01200,758,4,0
BUR-01201,RET-01201,545,1,1
BUR-01202,RET-01202,856,1,0
BUR-01203,RET-01203,872,4,0
BUR-01204,RET-01204,663,3,0
BUR-01205,RET-01205,438,3,1
BUR-01206,RET-01206,674,3,2
BUR-01207,RET-01207,767,0,1
BUR-01208,RET-01208,654,0,0
BUR-01209,RET-01209,809,1,0
BUR-01210,RET-01210,510,1,0
BUR-01211,RET-01211,771,2,0
BUR-01212,RET-01212,743,3,0
BUR-01213,RET-01213,863,1,0
BUR-01214,RET-01214,733,3,2
BUR-01215,RET-01215,848,1,1
BUR-01216,RET-01216,571,2,0
BUR-01217,RET-01217,735,1,0
BUR-01218,RET-01218,774,2,1
BUR-01219,RET-01219,572,0,0
BUR-01220,RET-01220,848,1,2
BUR-01221,RET-01221,863,2,0
BUR-01222,RET-01222,719,0,0
BUR-01223,RET-01223,666,2,0
BUR-01224,RET-01224,805,0,0
BUR-01225,RET-01225,636,3,0
BUR-01226,RET-01226,742,3,0
BUR-01227,RET-01227,767,5,0
BUR-01228,RET-01228,778,2,1
BUR-01229,RET-01229,712,2,0
BUR-01230,RET-01230,708,2,2
BUR-01231,RET-01231,812,1,0
BUR-01232,RET-01232,767,3,0
BUR-01233,RET-01233,485,4,0
BUR-01234,RET-01234,744,2,1
BUR-01235,RET-01235,733,3,0
BUR-01236,RET-01236,653,0,0
BUR-01237,RET-01237,758,4,0
BUR-01238,RET-01238,830,1,1
BUR-01239,RET-01239,853,4,0
BUR-01240,RET-01240,821,2,0
BUR-01241,RET-01241,763,3,0
BUR-01242,RET-01242,726,2,1
BUR-01243,RET-01243,758,1,1
BUR-01244,RET-01244,871,0,0
BUR-01245,RET-01245,770,2,0
BUR-01246,RET-01246,776,3,2
BUR-01247,RET-01247,811,1,0
BUR-01248,RET-01248,802,1,1
BUR-01249,RET-01249,753,2,0
BUR-01250,RET-01250,637,1,0
BUR-01251,RET-01251,817,0,1
BUR-01252,RET-01252,662,1,1
BUR-01253,RET-01253,799,5,3
BUR-01254,RET-01254,562,2,1
BUR-01255,RET-01255,883,7,0
BUR-01256,RET-01256,860,4,2
BUR-01257,RET-01257,703,3,1
BUR-01258,RET-01258,766,2,0
BUR-01259,RET-01259,629,3,1
BUR-01260,RET-01260,875,1,3
BUR-01261,RET-01261,513,2,0
BUR-01262,RET-01262,647,4,3
BUR-01263,RET-01263,732,4,0
BUR-01264,RET-01264,783,2,0
BUR-01265,RET-01265,581,1,1
BUR-01266,RET-01266,627,3,1
BUR-01267,RET-01267,748,1,1
BUR-01268,RET-01268,801,1,1
BUR-01269,RET-01269,865,0,1
BUR-01270,RET-01270,709,0,1
BUR-01271,RET-01271,687,1,0
BUR-01272,RET-01272,758,2,0
BUR-01273,RET-01273,682,1,1
BUR-01274,RET-01274,760,3,1
BUR-01275,RET-01275,794,4,1
BUR-01276,RET-01276,615,2,1
BUR-01277,RET-01277,698,2,1
BUR-01278,RET-01278,647,5,1
BUR-01279,RET-01279,823,2,0
BUR-01280,RET-01280,661,3,0
BUR-01281,RET-01281,841,0,0
BUR-01282,RET-01282,803,5,0
BUR-01283,RET-01283,788,1,0
BUR-01284,RET-01284,817,4,0
BUR-01285,RET-01285,723,1,0
BUR-01286,RET-01286,760,1,0
BUR-01287,RET-01287,853,1,1
BUR-01288,RET-01288,868,2,0
BUR-01289,RET-01289,672,3,0
BUR-01290,RET-01290,547,2,1
BUR-01291,RET-01291,707,1,1
BUR-01292,RET-01292,722,0,0
BUR-01293,RET-01293,731,2,0
BUR-01294,RET-01294,634,3,1
BUR-01295,RET-01295,799,2,2
BUR-01296,RET-01296,625,2,0
BUR-01297,RET-01297,777,1,0
BUR-01298,RET-01298,671,1,0
BUR-01299,RET-01299,613,3,0
BUR-01300,RET-01300,806,3,0
BUR-01301,RET-01301,656,3,3
BUR-01302,RET-01302,764,3,1
BUR-01303,RET-01303,778,3,1
BUR-01304,RET-01304,657,2,0
BUR-01305,RET-01305,701,4,0
BUR-01306,RET-01306,573,5,1
BUR-01307,RET-01307,779,1,1
BUR-01308,RET-01308,673,2,0
BUR-01309,RET-01309,736,2,2
BUR-01310,RET-01310,712,2,0
BUR-01311,RET-01311,633,3,0
BUR-01312,RET-01312,587,1,1
BUR-01313,RET-01313,770,4,0
BUR-01314,RET-01314,641,0,1
BUR-01315,RET-01315,701,0,0
BUR-01316,RET-01316,650,0,0
BUR-01317,RET-01317,661,2,0
BUR-01318,RET-01318,838,1,0
BUR-01319,RET-01319,578,1,0
BUR-01320,RET-01320,859,1,0
BUR-01321,RET-01321,713,3,1
BUR-01322,RET-01322,882,2,0
BUR-01323,RET-01323,732,1,1
BUR-01324,RET-01324,661,2,2
BUR-01325,RET-01325,567,1,0
BUR-01326,RET-01326,666,2,0
BUR-01327,RET-01327,642,1,2
BUR-01328,RET-01328,748,2,1
BUR-01329,RET-01329,755,0,0
BUR-01330,RET-01330,509,1,0
BUR-01331,RET-01331,782,8,1
BUR-01332,RET-01332,673,2,0
BUR-01333,RET-01333,780,2,0
BUR-01334,RET-01334,656,0,0
BUR-01335,RET-01335,763,2,1
BUR-01336,RET-01336,793,1,0
BUR-01337,RET-01337,853,0,0
BUR-01338,RET-01338,573,0,1
BUR-01339,RET-01339,614,1,0
BUR-01340,RET-01340,860,0,0
BUR-01341,RET-01341,761,3,0
BUR-01342,RET-01342,700,3,0
BUR-01343,RET-01343,729,3,0
BUR-01344,RET-01344,747,2,0
BUR-01345,RET-01345,659,3,0
BUR-01346,RET-01346,563,6,1
BUR-01347,RET-01347,844,4,0
BUR-01348,RET-01348,637,6,0
BUR-01349,RET-01349,646,3,0
BUR-01350,RET-01350,870,2,0
BUR-01351,RET-01351,789,2,1
BUR-01352,RET-01352,741,3,0
BUR-01353,RET-01353,665,0,1
BUR-01354,RET-01354,804,2,0
BUR-01355,RET-01355,746,2,1
BUR-01356,RET-01356,862,2,1
BUR-01357,RET-01357,780,1,0
BUR-01358,RET-01358,808,2,0
BUR-01359,RET-01359,705,3,0
BUR-01360,RET-01360,683,1,0
BUR-01361,RET-01361,591,2,0
BUR-01362,RET-01362,666,0,1
BUR-01363,RET-01363,675,1,1
BUR-01364,RET-01364,783,2,0
BUR-01365,RET-01365,701,2,0
BUR-01366,RET-01366,717,1,0
BUR-01367,RET-01367,709,5,0
BUR-01368,RET-01368,778,4,2
BUR-01369,RET-01369,617,4,0
BUR-01370,RET-01370,673,2,1
BUR-01371,RET-01371,777,3,0
BUR-01372,RET-01372,842,0,1
BUR-01373,RET-01373,580,2,0
BUR-01374,RET-01374,762,1,1
BUR-01375,RET-01375,795,2,0
BUR-01376,RET-01376,743,0,1
BUR-01377,RET-01377,835,1,2
BUR-01378,RET-01378,866,4,0
BUR-01379,RET-01379,739,2,3
BUR-01380,RET-01380,861,1,0
BUR-01381,RET-01381,567,0,0
BUR-01382,RET-01382,760,1,2
BUR-01383,RET-01383,739,1,0
BUR-01384,RET-01384,790,1,0
BUR-01385,RET-01385,644,1,1
BUR-01386,RET-01386,661,0,1
BUR-01387,RET-01387,547,0,0
BUR-01388,RET-01388,821,1,1
BUR-01389,RET-01389,687,2,1
BUR-01390,RET-01390,528,4,0
BUR-01391,RET-01391,673,4,0
BUR-01392,RET-01392,735,6,0
BUR-01393,RET-01393,815,4,1
BUR-01394,RET-01394,756,1,1
BUR-01395,RET-01395,726,1,0
BUR-01396,RET-01396,730,2,0
BUR-01397,RET-01397,583,3,1
BUR-01398,RET-01398,802,2,1
BUR-01399,RET-01399,725,3,1
BUR-01400,RET-01400,753,1,1
BUR-01401,RET-01401,784,0,1
BUR-01402,RET-01402,743,5,1
BUR-01403,RET-01403,893,1,2
BUR-01404,RET-01404,792,3,3
BUR-01405,RET-01405,507,3,1
BUR-01406,RET-01406,677,0,1
BUR-01407,RET-01407,692,0,1
BUR-01408,RET-01408,776,3,0
BUR-01409,RET-01409,571,2,1
BUR-01410,RET-01410,776,5,0
BUR-01411,RET-01411,562,2,3
BUR-01412,RET-01412,610,1,0
BUR-01413,RET-01413,809,1,0
BUR-01414,RET-01414,809,2,0
BUR-01415,RET-01415,867,2,1
BUR-01416,RET-01416,507,2,1
BUR-01417,RET-01417,654,0,0
BUR-01418,RET-01418,718,2,2
BUR-01419,RET-01419,719,2,1
BUR-01420,RET-01420,831,1,1
BUR-01421,RET-01421,807,3,1
BUR-01422,RET-01422,730,2,0
BUR-01423,RET-01423,714,4,1
BUR-01424,RET-01424,765,2,0
BUR-01425,RET-01425,670,1,1
BUR-01426,RET-01426,744,1,0
BUR-01427,RET-01427,804,1,1
BUR-01428,RET-01428,783,2,1
BUR-01429,RET-01429,807,1,0
BUR-01430,RET-01430,741,1,1
BUR-01431,RET-01431,640,3,1
BUR-01432,RET-01432,839,2,0
BUR-01433,RET-01433,618,5,1
BUR-01434,RET-01434,751,1,0
BUR-01435,RET-01435,797,3,0
BUR-01436,RET-01436,617,2,1
BUR-01437,RET-01437,822,6,0
BUR-01438,RET-01438,805,4,1
BUR-01439,RET-01439,848,1,0
BUR-01440,RET-01440,724,2,0
BUR-01441,RET-01441,809,2,1
BUR-01442,RET-01442,571,1,0
BUR-01443,RET-01443,744,3,0
BUR-01444,RET-01444,701,2,1
BUR-01445,RET-01445,717,1,0
BUR-01446,RET-01446,853,1,0
BUR-01447,RET-01447,620,0,1
BUR-01448,RET-01448,750,1,0
BUR-01449,RET-01449,799,4,1
BUR-01450,RET-01450,433,4,0
BUR-01451,RET-01451,816,1,1
BUR-01452,RET-01452,651,1,0
BUR-01453,RET-01453,522,1,1
BUR-01454,RET-01454,732,1,1
BUR-01455,RET-01455,834,5,0
BUR-01456,RET-01456,805,3,1
BUR-01457,RET-01457,791,1,0
BUR-01458,RET-01458,799,1,0
BUR-01459,RET-01459,768,3,0
BUR-01460,RET-01460,736,3,0
BUR-01461,RET-01461,742,2,1
BUR-01462,RET-01462,769,5,0
BUR-01463,RET-01463,841,0,1
BUR-01464,RET-01464,476,2,1
BUR-01465,RET-01465,753,1,0
